in,rank,accesses,reads,writes
571584,29618,2,1,1
53072,29619,2,1,1
1579352,29620,2,2,0
404096,29621,2,2,0
114520,29622,2,1,1
133264,29623,2,2,0
350192,29624,2,0,2
209208,29625,2,0,2
1530584,29626,2,0,2
258432,29627,2,0,2
220256,29628,2,1,1
393344,29629,2,1,1
669984,29630,2,1,1
286208,29631,2,1,1
82568,29632,2,1,1
956424,29633,2,2,0
1114632,29634,2,0,2
120520,29635,2,0,2
3017656,29636,2,2,0
1378160,29637,2,1,1
529576,29638,2,2,0
514000,29639,2,1,1
195160,29640,2,1,1
178904,29641,2,0,2
370672,29642,2,0,2
1656896,29643,2,2,0
1545920,29644,2,2,0
184232,29645,2,1,1
344912,29646,2,2,0
1225336,29647,2,0,2
173000,29648,2,0,2
235256,29649,2,1,1
401792,29650,2,2,0
2259272,29651,2,1,1
2751144,29652,2,0,2
327560,29653,2,0,2
1212816,29654,2,2,0
261648,29655,2,1,1
1781920,29656,2,2,0
6182096,29657,2,1,1
475816,29658,2,1,1
3979936,29659,2,1,1
1445480,29660,2,0,2
4055864,29661,2,1,1
3437904,29662,2,0,2
3352536,29663,2,0,2
667760,29664,2,1,1
73976,29665,2,2,0
3592944,29666,2,2,0
379304,29667,2,1,1
788048,29668,2,1,1
256264,29669,2,1,1
259608,29670,2,1,1
2305152,29671,2,1,1
172192,29672,2,2,0
550928,29673,2,0,2
1354640,29674,2,1,1
708216,29675,2,1,1
734384,29676,2,1,1
1396920,29677,2,1,1
2096496,29678,2,2,0
371304,29679,2,1,1
591240,29680,2,2,0
652200,29681,2,2,0
973768,29682,2,1,1
7643360,29683,2,1,1
588448,29684,2,1,1
286688,29685,2,1,1
653472,29686,2,1,1
126608,29687,2,2,0
359560,29688,2,2,0
96792,29689,2,2,0
740216,29690,2,1,1
558448,29691,2,1,1
111104,29692,2,1,1
332296,29693,2,1,1
7355632,29694,2,1,1
164616,29695,2,1,1
293048,29696,2,1,1
2679328,29697,2,1,1
1517416,29698,2,1,1
6546664,29699,2,1,1
141472,29700,2,1,1
667208,29701,2,2,0
966264,29702,2,2,0
5640000,29703,2,1,1
143384,29704,2,1,1
164912,29705,2,0,2
86280,29706,2,1,1
307728,29707,2,1,1
238440,29708,2,2,0
652072,29709,2,1,1
208744,29710,2,1,1
556352,29711,2,2,0
1659112,29712,2,1,1
601520,29713,2,1,1
1530616,29714,2,2,0
1707776,29715,2,0,2
534608,29716,2,1,1
143664,29717,2,1,1
866000,29718,2,2,0
303824,29719,2,0,2
1007528,29720,2,1,1
1894856,29721,2,2,0
790672,29722,2,1,1
138632,29723,2,2,0
4835480,29724,2,1,1
1562408,29725,2,1,1
108056,29726,2,2,0
174240,29727,2,2,0
532160,29728,2,1,1
444624,29729,2,1,1
715064,29730,2,2,0
553648,29731,2,0,2
99520,29732,2,1,1
203408,29733,2,2,0
167096,29734,2,1,1
3364872,29735,2,1,1
800448,29736,2,2,0
409568,29737,2,1,1
3659872,29738,2,0,2
167968,29739,2,1,1
275488,29740,2,1,1
494304,29741,2,0,2
640448,29742,2,1,1
1360928,29743,2,2,0
2243640,29744,2,0,2
1168936,29745,2,2,0
151520,29746,2,2,0
350496,29747,2,1,1
3258040,29748,2,0,2
1528760,29749,2,2,0
317112,29750,2,1,1
235488,29751,2,1,1
298896,29752,2,1,1
545000,29753,2,0,2
766040,29754,2,0,2
3296712,29755,2,1,1
713016,29756,2,1,1
1084440,29757,2,1,1
389080,29758,2,0,2
1007776,29759,2,2,0
2712192,29760,2,0,2
478608,29761,2,1,1
1589680,29762,2,1,1
906992,29763,2,1,1
305544,29764,2,1,1
161232,29765,2,0,2
128696,29766,2,1,1
152136,29767,2,1,1
671616,29768,2,1,1
179944,29769,2,0,2
165232,29770,2,1,1
816464,29771,2,2,0
1570008,29772,2,1,1
339664,29773,2,2,0
1635280,29774,2,1,1
2471448,29775,2,1,1
742480,29776,2,1,1
221728,29777,2,0,2
3817600,29778,2,1,1
3151800,29779,2,2,0
477864,29780,2,0,2
166336,29781,2,0,2
494768,29782,2,1,1
2090896,29783,2,2,0
1393336,29784,2,1,1
103440,29785,2,1,1
1687584,29786,2,1,1
1999880,29787,2,0,2
345920,29788,2,1,1
98728,29789,2,1,1
242040,29790,2,1,1
3698360,29791,2,0,2
2674592,29792,2,1,1
430096,29793,2,2,0
1071552,29794,2,0,2
555440,29795,2,1,1
264672,29796,2,1,1
1284648,29797,2,0,2
7522432,29798,2,1,1
1558048,29799,2,1,1
808896,29800,2,1,1
279968,29801,2,0,2
240016,29802,2,2,0
3845640,29803,2,1,1
303056,29804,2,0,2
1082192,29805,2,1,1
945496,29806,2,2,0
378736,29807,2,2,0
3158616,29808,2,1,1
2520872,29809,2,2,0
3787432,29810,2,1,1
2156904,29811,2,0,2
1217648,29812,2,1,1
854736,29813,2,2,0
1436672,29814,2,0,2
727960,29815,2,1,1
1661560,29816,2,1,1
812248,29817,2,1,1
734832,29818,2,0,2
520728,29819,2,1,1
408696,29820,2,1,1
1288896,29821,2,2,0
597288,29822,2,0,2
1078688,29823,2,1,1
2844928,29824,2,1,1
5944568,29825,2,2,0
1263584,29826,2,2,0
218328,29827,2,2,0
197816,29828,2,1,1
4046320,29829,2,1,1
281952,29830,2,0,2
472336,29831,2,0,2
3195744,29832,2,0,2
535776,29833,2,1,1
634072,29834,2,1,1
757584,29835,2,0,2
2334208,29836,2,1,1
815160,29837,2,1,1
642752,29838,2,2,0
449112,29839,2,0,2
2796488,29840,2,1,1
206920,29841,2,2,0
645464,29842,2,2,0
147664,29843,2,0,2
2570304,29844,2,1,1
350728,29845,2,1,1
319216,29846,2,2,0
961216,29847,2,1,1
326488,29848,2,1,1
211960,29849,2,1,1
4396968,29850,2,1,1
3717648,29851,2,0,2
1035504,29852,2,1,1
131384,29853,2,0,2
213800,29854,2,2,0
722528,29855,2,0,2
469600,29856,2,2,0
615912,29857,2,0,2
1057456,29858,2,1,1
2721448,29859,2,1,1
4008496,29860,2,2,0
611352,29861,2,1,1
553896,29862,2,1,1
5216936,29863,2,1,1
3115040,29864,2,2,0
369184,29865,2,2,0
1992816,29866,2,1,1
527944,29867,2,0,2
535624,29868,2,1,1
2472432,29869,2,0,2
2332136,29870,2,1,1
136552,29871,2,0,2
505456,29872,2,1,1
561816,29873,2,1,1
730576,29874,2,0,2
3590112,29875,2,0,2
469968,29876,2,2,0
173352,29877,2,2,0
143480,29878,2,0,2
1141560,29879,2,1,1
395256,29880,2,2,0
184248,29881,2,2,0
587344,29882,2,0,2
840024,29883,2,0,2
6395392,29884,2,1,1
1888440,29885,2,0,2
5747888,29886,2,2,0
1041688,29887,2,2,0
337440,29888,2,0,2
176088,29889,2,0,2
1322928,29890,2,1,1
191704,29891,2,2,0
215152,29892,2,0,2
1267656,29893,2,0,2
728848,29894,2,2,0
483904,29895,2,1,1
35416,29896,2,0,2
2847200,29897,2,2,0
196192,29898,2,2,0
146272,29899,2,2,0
809272,29900,2,1,1
1280736,29901,2,1,1
670048,29902,2,1,1
427104,29903,2,1,1
415128,29904,2,0,2
32064,29905,2,2,0
313024,29906,2,1,1
268696,29907,2,1,1
468072,29908,2,2,0
1335488,29909,2,0,2
393680,29910,2,0,2
359952,29911,2,1,1
669976,29912,2,1,1
758136,29913,2,2,0
1574480,29914,2,1,1
4778592,29915,2,1,1
1181224,29916,2,1,1
286104,29917,2,1,1
84384,29918,2,1,1
2648416,29919,2,2,0
137680,29920,2,1,1
1836760,29921,2,2,0
421824,29922,2,2,0
427880,29923,2,2,0
343000,29924,2,2,0
899624,29925,2,2,0
508512,29926,2,2,0
2614360,29927,2,2,0
464208,29928,2,1,1
1874568,29929,2,1,1
122696,29930,2,0,2
250880,29931,2,1,1
317304,29932,2,2,0
206840,29933,2,2,0
201024,29934,2,1,1
586504,29935,2,1,1
433256,29936,2,0,2
1545568,29937,2,1,1
747368,29938,2,0,2
682928,29939,2,1,1
840968,29940,2,2,0
65200,29941,2,1,1
792448,29942,2,0,2
2255208,29943,2,1,1
255656,29944,2,2,0
316864,29945,2,1,1
665040,29946,2,1,1
242720,29947,2,0,2
795728,29948,2,0,2
1100016,29949,2,1,1
7353944,29950,2,0,2
642192,29951,2,2,0
2007360,29952,2,1,1
1164968,29953,2,1,1
6828048,29954,2,1,1
1274448,29955,2,0,2
240584,29956,2,2,0
929416,29957,2,1,1
387576,29958,2,1,1
3236336,29959,2,1,1
2833248,29960,2,1,1
8031704,29961,2,1,1
215800,29962,2,1,1
1404472,29963,2,1,1
962648,29964,2,1,1
123952,29965,2,2,0
934832,29966,2,2,0
88736,29967,2,1,1
147368,29968,2,1,1
893856,29969,2,1,1
352256,29970,2,0,2
3847800,29971,2,0,2
300880,29972,2,0,2
366824,29973,2,2,0
1361640,29974,2,1,1
698368,29975,2,0,2
698416,29976,2,1,1
940952,29977,2,1,1
425744,29978,2,1,1
3155752,29979,2,2,0
352056,29980,2,0,2
557176,29981,2,1,1
844320,29982,2,2,0
826408,29983,2,0,2
3630552,29984,2,2,0
373864,29985,2,0,2
204888,29986,2,2,0
282120,29987,2,1,1
427472,29988,2,0,2
2707128,29989,2,1,1
4247448,29990,2,2,0
107792,29991,2,0,2
202080,29992,2,1,1
1818640,29993,2,1,1
347880,29994,2,0,2
613768,29995,2,0,2
1152952,29996,2,1,1
4096160,29997,2,1,1
217520,29998,2,1,1
201168,29999,2,0,2
354800,30000,2,0,2
553144,30001,2,1,1
771752,30002,2,0,2
2286288,30003,2,1,1
1873696,30004,2,2,0
881056,30005,2,0,2
266640,30006,2,1,1
618056,30007,2,1,1
214304,30008,2,1,1
556088,30009,2,2,0
743112,30010,2,1,1
127840,30011,2,0,2
227464,30012,2,0,2
564936,30013,2,1,1
164312,30014,2,1,1
341784,30015,2,2,0
5836568,30016,2,2,0
1200592,30017,2,1,1
202728,30018,2,2,0
159520,30019,2,1,1
561176,30020,2,1,1
1658592,30021,2,1,1
144368,30022,2,1,1
642704,30023,2,1,1
1934384,30024,2,1,1
848552,30025,2,2,0
357160,30026,2,1,1
1149352,30027,2,2,0
401320,30028,2,1,1
605288,30029,2,0,2
191976,30030,2,2,0
153752,30031,2,0,2
215112,30032,2,1,1
2893744,30033,2,1,1
1765904,30034,2,1,1
934496,30035,2,0,2
325504,30036,2,1,1
1241808,30037,2,1,1
513824,30038,2,0,2
273480,30039,2,2,0
383688,30040,2,0,2
369240,30041,2,1,1
2116720,30042,2,1,1
567496,30043,2,1,1
711120,30044,2,1,1
1168768,30045,2,1,1
674232,30046,2,2,0
853408,30047,2,2,0
1534752,30048,2,2,0
304912,30049,2,2,0
545064,30050,2,2,0
276392,30051,2,1,1
1183744,30052,2,1,1
3149344,30053,2,2,0
395584,30054,2,1,1
1301928,30055,2,1,1
250856,30056,2,1,1
1038512,30057,2,1,1
624032,30058,2,2,0
109640,30059,2,0,2
400352,30060,2,0,2
262400,30061,2,0,2
176800,30062,2,1,1
883480,30063,2,1,1
348640,30064,2,1,1
143240,30065,2,2,0
182088,30066,2,0,2
248328,30067,2,1,1
639680,30068,2,2,0
374912,30069,2,1,1
1244440,30070,2,1,1
5119688,30071,2,0,2
2065672,30072,2,1,1
228344,30073,2,1,1
99280,30074,2,0,2
2150520,30075,2,1,1
717600,30076,2,1,1
448704,30077,2,1,1
205960,30078,2,1,1
7511984,30079,2,2,0
203184,30080,2,0,2
571904,30081,2,0,2
1686568,30082,2,0,2
127568,30083,2,0,2
2261960,30084,2,0,2
378880,30085,2,1,1
246792,30086,2,0,2
703456,30087,2,2,0
273000,30088,2,1,1
626776,30089,2,1,1
235768,30090,2,0,2
485696,30091,2,2,0
3403224,30092,2,2,0
55240,30093,2,2,0
506840,30094,2,2,0
651448,30095,2,2,0
5071736,30096,2,2,0
6655216,30097,2,0,2
878816,30098,2,2,0
140312,30099,2,1,1
60856,30100,2,1,1
1436592,30101,2,2,0
129824,30102,2,0,2
749208,30103,2,1,1
1289816,30104,2,1,1
537792,30105,2,0,2
198648,30106,2,1,1
912056,30107,2,1,1
2185648,30108,2,1,1
313448,30109,2,0,2
115144,30110,2,1,1
231184,30111,2,1,1
7438456,30112,2,0,2
1434800,30113,2,2,0
163616,30114,2,1,1
434288,30115,2,2,0
5105592,30116,2,1,1
186944,30117,2,0,2
221136,30118,2,2,0
3064768,30119,2,1,1
110032,30120,2,2,0
453224,30121,2,1,1
118120,30122,2,1,1
143616,30123,2,1,1
4167848,30124,2,1,1
1580792,30125,2,2,0
660704,30126,2,1,1
416976,30127,2,2,0
391320,30128,2,2,0
629576,30129,2,0,2
5661720,30130,2,0,2
6366152,30131,2,1,1
850864,30132,2,1,1
1489560,30133,2,2,0
1617696,30134,2,1,1
2074504,30135,2,1,1
570520,30136,2,1,1
419024,30137,2,1,1
228168,30138,2,0,2
503256,30139,2,1,1
147168,30140,2,2,0
5394656,30141,2,1,1
403704,30142,2,1,1
64824,30143,2,2,0
4692608,30144,2,1,1
870800,30145,2,0,2
183136,30146,2,1,1
154312,30147,2,1,1
491408,30148,2,0,2
1221432,30149,2,2,0
1290840,30150,2,1,1
613072,30151,2,1,1
468160,30152,2,0,2
83352,30153,2,1,1
284248,30154,2,0,2
607192,30155,2,1,1
486000,30156,2,1,1
242880,30157,2,2,0
113848,30158,2,0,2
56392,30159,2,1,1
441904,30160,2,0,2
5231904,30161,2,1,1
340592,30162,2,0,2
368792,30163,2,1,1
152976,30164,2,1,1
1116432,30165,2,1,1
3133888,30166,2,1,1
1335960,30167,2,1,1
147800,30168,2,2,0
242896,30169,2,2,0
2964808,30170,2,1,1
207984,30171,2,0,2
220760,30172,2,2,0
319600,30173,2,1,1
318912,30174,2,1,1
136888,30175,2,1,1
232368,30176,2,2,0
128168,30177,2,1,1
5294712,30178,2,1,1
7667184,30179,2,0,2
630032,30180,2,0,2
2107128,30181,2,0,2
437248,30182,2,2,0
6273632,30183,2,1,1
250032,30184,2,1,1
288168,30185,2,1,1
105544,30186,2,1,1
291448,30187,2,1,1
2076728,30188,2,0,2
185976,30189,2,1,1
127240,30190,2,1,1
981120,30191,2,0,2
234512,30192,2,1,1
653760,30193,2,0,2
217392,30194,2,0,2
921224,30195,2,1,1
3571000,30196,2,1,1
2200896,30197,2,0,2
1695456,30198,2,1,1
2227768,30199,2,1,1
1064408,30200,2,2,0
2063504,30201,2,2,0
355840,30202,2,2,0
602208,30203,2,1,1
867784,30204,2,1,1
283432,30205,2,1,1
577304,30206,2,1,1
467016,30207,2,1,1
153080,30208,2,0,2
630352,30209,2,0,2
299336,30210,2,2,0
226504,30211,2,1,1
459456,30212,2,0,2
527752,30213,2,1,1
76144,30214,2,0,2
824856,30215,2,0,2
929544,30216,2,1,1
688728,30217,2,0,2
726904,30218,2,2,0
126760,30219,2,2,0
184728,30220,2,2,0
552232,30221,2,2,0
174816,30222,2,1,1
318752,30223,2,2,0
446360,30224,2,1,1
898792,30225,2,0,2
120512,30226,2,2,0
2061168,30227,2,1,1
2161832,30228,2,0,2
276152,30229,2,0,2
3790912,30230,2,1,1
707840,30231,2,0,2
409624,30232,2,0,2
1284136,30233,2,1,1
789816,30234,2,2,0
216832,30235,2,2,0
557688,30236,2,1,1
1676160,30237,2,2,0
183848,30238,2,2,0
336584,30239,2,2,0
549280,30240,2,1,1
445384,30241,2,2,0
1820312,30242,2,2,0
151064,30243,2,1,1
648344,30244,2,0,2
375208,30245,2,1,1
171064,30246,2,0,2
944240,30247,2,1,1
207848,30248,2,0,2
274000,30249,2,0,2
193832,30250,2,2,0
313248,30251,2,1,1
115040,30252,2,2,0
107664,30253,2,1,1
269176,30254,2,0,2
310752,30255,2,1,1
222112,30256,2,0,2
369776,30257,2,2,0
181152,30258,2,0,2
663784,30259,2,1,1
6069936,30260,2,0,2
918040,30261,2,1,1
417600,30262,2,1,1
838232,30263,2,2,0
296960,30264,2,1,1
2702592,30265,2,1,1
828496,30266,2,0,2
249520,30267,2,0,2
112200,30268,2,1,1
374720,30269,2,2,0
73176,30270,2,1,1
804272,30271,2,1,1
1211824,30272,2,2,0
831944,30273,2,2,0
240568,30274,2,1,1
4459360,30275,2,2,0
3948592,30276,2,2,0
272288,30277,2,1,1
715208,30278,2,0,2
3861680,30279,2,1,1
592472,30280,2,1,1
4355592,30281,2,1,1
523656,30282,2,0,2
340344,30283,2,2,0
1407432,30284,2,0,2
3533184,30285,2,0,2
773928,30286,2,1,1
2726888,30287,2,2,0
739152,30288,2,0,2
134992,30289,2,1,1
89608,30290,2,2,0
1304032,30291,2,2,0
284000,30292,2,2,0
4829640,30293,2,2,0
676856,30294,2,1,1
210448,30295,2,1,1
70344,30296,2,1,1
811152,30297,2,2,0
746568,30298,2,0,2
2628936,30299,2,1,1
1084344,30300,2,2,0
422688,30301,2,2,0
2607672,30302,2,2,0
1047160,30303,2,1,1
87408,30304,2,1,1
2523352,30305,2,0,2
4350960,30306,2,0,2
326936,30307,2,0,2
282088,30308,2,1,1
608320,30309,2,2,0
614680,30310,2,1,1
665336,30311,2,2,0
515744,30312,2,1,1
1340712,30313,2,2,0
407176,30314,2,1,1
371832,30315,2,1,1
5621208,30316,2,1,1
5755656,30317,2,1,1
380920,30318,2,1,1
568736,30319,2,1,1
312880,30320,2,1,1
1009816,30321,2,2,0
1801512,30322,2,0,2
442944,30323,2,2,0
1304680,30324,2,1,1
158904,30325,2,2,0
525208,30326,2,1,1
136200,30327,2,0,2
381632,30328,2,1,1
913664,30329,2,0,2
312552,30330,2,2,0
618792,30331,2,1,1
530672,30332,2,1,1
236424,30333,2,0,2
417224,30334,2,2,0
2051936,30335,2,0,2
289776,30336,2,1,1
583464,30337,2,1,1
87992,30338,2,1,1
2900488,30339,2,1,1
63760,30340,2,1,1
223720,30341,2,0,2
177424,30342,2,2,0
210088,30343,2,1,1
2067472,30344,2,1,1
351056,30345,2,1,1
2312408,30346,2,1,1
285792,30347,2,2,0
166904,30348,2,0,2
1872096,30349,2,1,1
384552,30350,2,0,2
866808,30351,2,1,1
398504,30352,2,1,1
7335296,30353,2,2,0
677064,30354,2,1,1
166320,30355,2,2,0
377176,30356,2,1,1
117248,30357,2,1,1
175856,30358,2,2,0
209472,30359,2,1,1
916432,30360,2,2,0
1908752,30361,2,0,2
363120,30362,2,0,2
1094280,30363,2,1,1
250048,30364,2,1,1
2111184,30365,2,2,0
90048,30366,2,2,0
1491408,30367,2,1,1
92968,30368,2,1,1
1091016,30369,2,1,1
338560,30370,2,1,1
228256,30371,2,1,1
1687272,30372,2,1,1
488016,30373,2,2,0
333336,30374,2,1,1
479856,30375,2,1,1
758384,30376,2,2,0
163888,30377,2,1,1
69344,30378,2,1,1
1446392,30379,2,2,0
522424,30380,2,1,1
179216,30381,2,1,1
97872,30382,2,0,2
649080,30383,2,1,1
688080,30384,2,1,1
360552,30385,2,0,2
341624,30386,2,1,1
489680,30387,2,1,1
266960,30388,2,2,0
144768,30389,2,1,1
354160,30390,2,1,1
1926608,30391,2,2,0
378936,30392,2,1,1
413328,30393,2,2,0
210912,30394,2,0,2
3553552,30395,2,0,2
4867608,30396,2,0,2
305984,30397,2,1,1
188928,30398,2,1,1
826632,30399,2,0,2
756704,30400,2,0,2
192496,30401,2,1,1
332224,30402,2,0,2
7041136,30403,2,2,0
486280,30404,2,1,1
4691872,30405,2,0,2
295608,30406,2,0,2
716488,30407,2,1,1
245128,30408,2,1,1
882344,30409,2,1,1
317792,30410,2,1,1
302008,30411,2,2,0
245848,30412,2,1,1
660568,30413,2,0,2
558672,30414,2,0,2
272808,30415,2,2,0
1185264,30416,2,1,1
70672,30417,2,2,0
679096,30418,2,1,1
201088,30419,2,2,0
643584,30420,2,1,1
1308160,30421,2,2,0
337424,30422,2,2,0
1029272,30423,2,2,0
177408,30424,2,0,2
102928,30425,2,1,1
1973472,30426,2,1,1
1272696,30427,2,1,1
2838040,30428,2,1,1
2967832,30429,2,1,1
299640,30430,2,1,1
67024,30431,2,0,2
56000,30432,2,1,1
2993616,30433,2,0,2
433264,30434,2,1,1
1873816,30435,2,2,0
383344,30436,2,2,0
958704,30437,2,1,1
1614424,30438,2,0,2
211280,30439,2,1,1
51208,30440,2,2,0
644584,30441,2,1,1
915152,30442,2,1,1
4487992,30443,2,1,1
1864664,30444,2,1,1
703376,30445,2,1,1
382416,30446,2,1,1
270872,30447,2,1,1
5921440,30448,2,1,1
267480,30449,2,0,2
887352,30450,2,1,1
6317032,30451,2,1,1
627184,30452,2,1,1
546936,30453,2,2,0
304800,30454,2,0,2
7298456,30455,2,1,1
3362464,30456,2,1,1
907480,30457,2,2,0
275096,30458,2,1,1
2097712,30459,2,2,0
274832,30460,2,2,0
3813424,30461,2,1,1
261240,30462,2,1,1
7059864,30463,2,2,0
205016,30464,2,1,1
316640,30465,2,0,2
551376,30466,2,0,2
3709336,30467,2,1,1
2410072,30468,2,1,1
689312,30469,2,1,1
204632,30470,2,0,2
276120,30471,2,2,0
2941152,30472,2,2,0
7757512,30473,2,0,2
934944,30474,2,1,1
171320,30475,2,0,2
932912,30476,2,0,2
487504,30477,2,2,0
1140408,30478,2,2,0
1936600,30479,2,1,1
710024,30480,2,1,1
451072,30481,2,1,1
183448,30482,2,2,0
1534920,30483,2,1,1
455848,30484,2,1,1
381496,30485,2,0,2
1129888,30486,2,1,1
347632,30487,2,0,2
181280,30488,2,1,1
397976,30489,2,1,1
2903776,30490,2,2,0
383296,30491,2,1,1
938744,30492,2,2,0
232720,30493,2,1,1
619688,30494,2,0,2
1207272,30495,2,1,1
394552,30496,2,0,2
6370664,30497,2,2,0
1554288,30498,2,1,1
807832,30499,2,1,1
137408,30500,2,1,1
1335536,30501,2,1,1
827216,30502,2,2,0
1585760,30503,2,0,2
385904,30504,2,0,2
654232,30505,2,1,1
97296,30506,2,1,1
462296,30507,2,1,1
567104,30508,2,2,0
1648040,30509,2,1,1
706440,30510,2,2,0
3094048,30511,2,0,2
3883368,30512,2,0,2
3878888,30513,2,2,0
886664,30514,2,1,1
1181816,30515,2,1,1
289768,30516,2,1,1
306720,30517,2,0,2
536544,30518,2,2,0
2835768,30519,2,1,1
671096,30520,2,2,0
2654728,30521,2,2,0
353200,30522,2,1,1
346504,30523,2,0,2
429040,30524,2,0,2
1719336,30525,2,1,1
6684472,30526,2,0,2
152072,30527,2,1,1
7750504,30528,2,1,1
539248,30529,2,2,0
881304,30530,2,2,0
745984,30531,2,1,1
439216,30532,2,1,1
637272,30533,2,1,1
4335552,30534,2,1,1
282568,30535,2,1,1
1663344,30536,2,1,1
590376,30537,2,2,0
1235928,30538,2,1,1
614240,30539,2,0,2
508080,30540,2,2,0
466496,30541,2,1,1
412720,30542,2,0,2
1984768,30543,2,1,1
791432,30544,2,1,1
910280,30545,2,2,0
394192,30546,2,0,2
1360744,30547,2,1,1
170888,30548,2,1,1
2246512,30549,2,1,1
597832,30550,2,1,1
1092696,30551,2,2,0
186840,30552,2,0,2
951064,30553,2,2,0
74080,30554,2,1,1
441400,30555,2,2,0
709848,30556,2,0,2
386168,30557,2,1,1
474608,30558,2,0,2
363312,30559,2,0,2
200608,30560,2,1,1
397664,30561,2,1,1
131648,30562,2,1,1
3122368,30563,2,1,1
126024,30564,2,1,1
276664,30565,2,1,1
283544,30566,2,0,2
2071304,30567,2,0,2
1452688,30568,2,1,1
416448,30569,2,0,2
4843344,30570,2,2,0
270576,30571,2,2,0
1413024,30572,2,1,1
3271232,30573,2,0,2
374320,30574,2,2,0
735016,30575,2,2,0
3376408,30576,2,1,1
178816,30577,2,0,2
823696,30578,2,1,1
160744,30579,2,1,1
475736,30580,2,1,1
323544,30581,2,1,1
348992,30582,2,2,0
360136,30583,2,0,2
7419256,30584,2,1,1
2536072,30585,2,1,1
223712,30586,2,1,1
285608,30587,2,2,0
902640,30588,2,1,1
1621728,30589,2,1,1
387880,30590,2,1,1
639776,30591,2,2,0
131176,30592,2,1,1
119680,30593,2,1,1
112168,30594,2,2,0
2877872,30595,2,1,1
1014968,30596,2,1,1
179320,30597,2,2,0
1847304,30598,2,1,1
275568,30599,2,1,1
700656,30600,2,1,1
2023280,30601,2,1,1
241104,30602,2,0,2
173640,30603,2,2,0
96984,30604,2,1,1
445400,30605,2,1,1
150040,30606,2,0,2
668480,30607,2,1,1
941376,30608,2,0,2
3048048,30609,2,1,1
369232,30610,2,1,1
232176,30611,2,1,1
806840,30612,2,1,1
417168,30613,2,1,1
429704,30614,2,2,0
1353568,30615,2,1,1
600456,30616,2,0,2
274040,30617,2,1,1
2628872,30618,2,0,2
267448,30619,2,0,2
2482184,30620,2,1,1
221280,30621,2,1,1
2467744,30622,2,1,1
430960,30623,2,1,1
257520,30624,2,0,2
233848,30625,2,2,0
2868848,30626,2,1,1
271400,30627,2,0,2
242960,30628,2,2,0
328080,30629,2,1,1
3508528,30630,2,2,0
499712,30631,2,1,1
2014464,30632,2,0,2
1601712,30633,2,2,0
259776,30634,2,1,1
1004568,30635,2,1,1
493664,30636,2,1,1
168384,30637,2,2,0
1243400,30638,2,1,1
318672,30639,2,1,1
525104,30640,2,0,2
149992,30641,2,0,2
5863624,30642,2,0,2
622520,30643,2,2,0
4279856,30644,2,1,1
2376144,30645,2,0,2
4707952,30646,2,1,1
432736,30647,2,0,2
566568,30648,2,0,2
154600,30649,2,0,2
1677920,30650,2,0,2
491512,30651,2,1,1
3143384,30652,2,2,0
692224,30653,2,2,0
238904,30654,2,1,1
141680,30655,2,2,0
484392,30656,2,0,2
438936,30657,2,2,0
276296,30658,2,0,2
853568,30659,2,0,2
77760,30660,2,0,2
2797216,30661,2,1,1
193392,30662,2,1,1
3729472,30663,2,1,1
520760,30664,2,1,1
615744,30665,2,1,1
998896,30666,2,2,0
185760,30667,2,0,2
371176,30668,2,2,0
279512,30669,2,0,2
500032,30670,2,0,2
477512,30671,2,2,0
6134328,30672,2,1,1
196680,30673,2,1,1
483552,30674,2,1,1
134352,30675,2,0,2
396712,30676,2,1,1
2282472,30677,2,0,2
273896,30678,2,0,2
93736,30679,2,1,1
241376,30680,2,0,2
323808,30681,2,1,1
5007880,30682,2,1,1
1402640,30683,2,0,2
82016,30684,2,1,1
3611232,30685,2,1,1
162344,30686,2,1,1
579952,30687,2,1,1
5475440,30688,2,0,2
3677144,30689,2,2,0
820672,30690,2,1,1
175568,30691,2,1,1
253408,30692,2,2,0
2300648,30693,2,1,1
2360400,30694,2,1,1
240088,30695,2,0,2
348736,30696,2,1,1
395928,30697,2,0,2
1021736,30698,2,2,0
231928,30699,2,1,1
1139856,30700,2,0,2
469160,30701,2,1,1
300168,30702,2,2,0
